frequency,v1_0,v1_1,v1_2,v1_3,v1_4,v1_5,v1_6,v1_7,v1_8,v1_9,v1_10,v1_11,v1_12,v1_13,v1_14,v1_15,v1_16,v1_17,v1_18,v1_19,v1_20,v1_21,v1_22,v1_23,v1_24,v1_25,v1_26,v1_27,v1_28,v1_29,v1_30,v1_31,v2_0,v2_1,v2_2,v2_3,v2_4,v2_5,v2_6,v2_7,v2_8,v2_9,v2_10,v2_11,v2_12,v2_13,v2_14,v2_15,v2_16,v2_17,v2_18,v2_19,v2_20,v2_21,v2_22,v2_23,v2_24,v2_25,v2_26,v2_27,v2_28,v2_29,v2_30,v2_31,class
5395340,-103.782,-95.7266,-76.3488,-87.63,-87.1679,-87.0057,-86.6559,-85.4484,-84.304,-84.4881,-84.7439,-85.556,-86.7757,-87.2553,-88.0011,-87.5738,-88.1021,-88.4106,-87.6899,-86.9569,-87.1539,-88.6043,-89.5664,-89.6783,-89.16,-88.9565,-88.5582,-88.426,-88.4273,-90.1972,-95.1069,-96.9916,4.78832,11.2677,20.549,4.86044,4.85395,4.85397,4.63365,4.84551,4.75232,4.38903,4.60135,4.78331,4.74896,4.53457,4.79942,4.53089,4.75347,4.60322,4.59055,4.59726,4.60864,4.97759,4.73625,4.53028,4.84886,4.61706,4.6779,4.25215,4.68881,6.10433,6.69199,8.2901,ATSC
130942,-110.748,-109.226,-107.817,-105.283,-105.453,-104.819,-101.185,-92.4602,-91.7583,-90.3285,-90.4511,-85.0603,-80.247,-81.412,-81.0169,-82.7207,-84.0056,-84.5546,-84.5958,-84.5796,-90.2964,-93.9205,-95.1975,-95.3876,-95.9857,-100.941,-101.613,-103.653,-102.944,-106.864,-110.107,-110.255,4.72717,4.09221,4.5566,6.00569,4.242,3.9229,6.27554,8.07466,3.90042,4.28953,5.84785,5.84846,4.76346,4.29893,5.58543,4.11237,4.49139,4.35557,5.34711,5.0547,7.36776,4.85614,6.50589,3.98977,7.34969,3.38875,5.66418,3.30408,5.15604,2.78406,2.72506,4.06949,FM
126962,-113.582,-112.316,-110.687,-109.257,-107.329,-107.236,-106.177,-103.869,-102.327,-99.8873,-97.414,-95.4715,-92.2554,-91.036,-87.6626,-85.9745,-86.0187,-86.8548,-89.8343,-88.5973,-88.9169,-92.2212,-93.569,-96.6655,-97.252,-99.7827,-100.889,-104.706,-105.326,-107.268,-107.885,-110.701,4.1729,4.15345,5.85461,5.00837,5.25499,4.40688,4.71014,4.12334,5.84713,6.25748,4.12101,4.63823,5.469,3.98145,5.67546,4.63811,5.01316,5.18915,3.96365,4.43198,5.57088,3.45309,6.65024,4.21337,5.84801,4.62235,4.9637,3.83746,4.89914,4.74849,5.79379,4.22178,FM
124972,-104.99,-102.503,-99.3749,-98.0806,-96.5694,-93.5791,-94.685,-92.8358,-91.0614,-89.2082,-87.9343,-87.5972,-85.8604,-84.5977,-84.8126,-85.2132,-85.6011,-84.3327,-85.6301,-85.2397,-85.8549,-86.7201,-86.1641,-89.0902,-91.4605,-92.7694,-93.6991,-95.9971,-99.1282,-99.9281,-102.296,-104.014,2.37161,3.88696,4.18782,4.20572,3.42389,3.65366,4.48629,3.50953,3.80934,3.31039,5.05821,2.93298,4.686,3.97962,4.78342,3.43561,3.39922,4.68053,4.2654,4.57472,3.83076,3.15427,5.08556,3.8433,3.28957,4.21277,3.60159,5.71248,3.78743,4.60011,1.95615,4.51889,FM
111241,-100.032,-99.6123,-97.8023,-96.2807,-95.3622,-93.8274,-92.8808,-92.9,-91.0249,-90.4232,-87.8495,-86.9793,-85.5932,-84.5206,-83.9153,-84.9666,-85.3669,-84.1048,-84.6872,-85.4899,-87.7103,-89.44,-89.6311,-90.0486,-91.8024,-93.0652,-93.9571,-94.9119,-96.0882,-97.3709,-98.8805,-100.616,5.10782,4.19346,4.64986,5.02826,4.21234,4.35687,5.49427,4.61773,4.90366,3.91174,4.8995,4.59514,5.19131,4.38645,4.41197,3.56665,5.07284,5.48238,4.03167,5.36384,5.69051,4.54591,4.54079,5.41832,4.38808,4.28352,5.29695,5.056,4.16343,3.83384,4.20566,4.67472,FM
113231,-102.534,-99.7777,-98.8938,-97.5817,-95.722,-94.89,-92.8683,-90.8895,-89.3249,-88.4655,-88.4411,-88.9988,-87.56,-85.8995,-85.8224,-86.4154,-87.5247,-86.1482,-85.475,-85.9757,-87.5643,-87.8174,-87.9549,-89.9082,-91.7646,-92.1924,-95.5099,-96.5249,-96.0056,-97.7226,-100.319,-101.165,4.36211,4.46414,6.45551,5.33912,4.04317,5.55061,4.35447,5.09328,4.68898,4.47656,7.62444,3.9942,7.7169,6.2803,2.78703,6.46294,4.85486,3.97115,3.74393,4.04369,6.00957,3.46272,4.66815,3.38792,3.96911,4.29356,3.94401,5.61226,5.14614,4.79395,4.26239,4.74644,FM
144474,-116.228,-115.074,-114.752,-111.901,-108.71,-108.521,-104.097,-102.201,-95.5791,-96.663,-93.5261,-89.971,-87.4406,-85.5526,-85.3449,-86.6836,-88.1106,-87.4769,-89.3973,-91.4761,-93.6001,-96.1716,-97.4676,-100.323,-101.076,-104.074,-106.524,-107.932,-111.111,-112.954,-113.95,-118.214,5.67406,2.81354,3.74761,6.11784,5.65548,4.25166,4.78085,3.14641,6.17299,4.21182,4.97714,5.4612,5.2989,4.54827,3.85484,3.88242,3.50081,3.94429,5.65054,3.52246,4.18655,6.48791,4.32401,3.38352,5.00546,4.33276,3.08614,5.99937,3.63261,3.42886,5.04545,3.6704,FM
140693,-107.865,-106.117,-104.583,-102.894,-101.058,-99.6604,-98.2607,-96.9498,-95.177,-92.9318,-91.0134,-89.4755,-87.6707,-85.8317,-84.5416,-84.4544,-85.1645,-85.2316,-86.0055,-87.4391,-89.5135,-91.3168,-92.9783,-95.0816,-96.9487,-98.4686,-99.9278,-101.741,-103.199,-104.498,-106.259,-108.035,4.86903,5.02517,4.20498,4.73655,4.80478,4.57249,3.95783,6.56324,5.14186,5.10631,5.2671,4.97316,5.89625,4.34308,3.56081,4.0065,4.45046,3.73698,4.92801,5.34701,5.87551,4.04301,5.98145,3.93835,5.86918,4.33004,4.58603,3.88729,4.49746,4.99317,4.10929,4.49982,FM
144474,-118.053,-117.251,-115.889,-112.96,-110.695,-108.099,-106.443,-103.882,-101.064,-97.8826,-95.1307,-91.9535,-90.0799,-88.0442,-87.8672,-87.4989,-87.4273,-87.5721,-89.6298,-92.6285,-95.6802,-98.4748,-100.672,-104.262,-107.309,-110.242,-111.732,-114.243,-115.728,-116.665,-117.428,-119.285,4.8822,4.74838,4.70534,4.86683,4.9116,4.79385,4.91475,5.07623,4.96314,5.15415,5.24204,5.08028,5.02371,4.858,4.73196,4.65267,4.63888,4.87179,4.77935,5.28843,5.08748,5.0721,5.11859,4.88208,4.96381,4.83764,4.82567,4.74191,4.52883,4.80333,4.71924,4.62856,FM
406159,-129.467,-127.393,-124.215,-95.8952,-95.011,-97.296,-96.2152,-96.0401,-95.4638,-100.128,-96.3646,-86.2974,-84.291,-83.6491,-81.7573,-81.8274,-83.1343,-82.9806,-83.9885,-86.5599,-87.8316,-94.5966,-101.747,-96.8735,-96.5133,-95.8425,-97.6561,-97.5669,-98.0892,-124.475,-129.476,-129.592,4.20418,6.05107,5.79623,31.5954,3.88264,4.59616,3.94806,3.86342,12.3548,7.14809,4.28943,11.19,6.35362,4.81317,5.8681,5.3949,3.49017,4.31694,4.64803,4.19863,8.51805,11.4141,5.12943,12.4036,4.80642,4.54781,3.37425,3.58025,25.4582,6.71814,3.01054,2.77043,FM
406159,-129.1,-129.651,-125.459,-96.366,-95.7626,-96.7,-96.0206,-95.5476,-95.6154,-103.467,-97.5772,-89.1299,-83.8591,-83.369,-82.6605,-82.232,-82.2051,-83.5026,-86.0144,-85.7299,-90.4075,-97.4159,-105.164,-96.7696,-95.6517,-95.8102,-97.3478,-97.2839,-97.1333,-126.378,-129.252,-129.63,5.28992,4.35886,5.69749,30.7761,4.48248,3.82156,5.57505,5.30021,15.7912,7.97866,6.3059,8.76252,6.1692,3.15964,3.90125,3.68572,3.16133,5.26551,4.91558,5.21724,6.61148,8.14064,6.58701,16.5046,3.889,4.81131,4.15512,3.97541,29.4451,4.63086,5.0424,5.30065,FM
406159,-129.334,-128.912,-124.694,-96.9538,-96.0427,-97.0233,-95.442,-95.3181,-96.5825,-112.269,-105.058,-94.5955,-92.0203,-85.7152,-85.1529,-84.2812,-85.2171,-87.0687,-91.1353,-96.1227,-101.746,-108.315,-116.019,-97.0361,-96.078,-96.8721,-95.2733,-96.7955,-97.3475,-126.277,-128.441,-129.64,4.69357,5.02069,6.2603,29.1819,4.02796,2.68897,5.19281,5.75522,22.7405,7.60268,8.92857,9.58461,7.11559,9.88873,5.67406,4.50657,5.55582,5.64023,9.53336,8.35604,6.53532,7.04168,4.88061,23.6259,5.73038,3.92219,5.14398,2.91096,27.9343,4.68778,5.19121,5.72745,FM
119201,-117.231,-116.161,-109.789,-100.431,-99.0998,-97.4876,-95.6246,-94.9636,-95.1978,-99.7072,-95.7389,-92.1203,-89.3208,-86.2907,-83.3246,-82.6674,-83.8339,-85.8691,-87.6359,-90.3198,-94.8242,-99.6582,-100.822,-95.166,-96.1538,-97.4785,-97.9502,-98.2904,-99.1646,-109.404,-113.416,-115.485,5.90292,5.37104,9.73562,10.3145,5.23473,4.95193,4.62053,4.7229,9.44384,5.40745,6.88171,6.10414,5.61404,5.59566,5.37462,4.99761,5.17734,4.99923,5.3492,5.96039,6.93691,6.68501,6.77205,9.15526,4.63085,4.58776,4.51158,4.45254,10.6405,9.80986,8.27694,4.69412,FM
117211,-117.406,-116.121,-109.492,-100.279,-98.9464,-97.6685,-95.8684,-95.0741,-95.2795,-99.7662,-95.9288,-92.4589,-89.5102,-86.6137,-83.7922,-83.1357,-84.5023,-86.4858,-88.3327,-91.0971,-95.4778,-100.145,-101.633,-96.437,-97.4516,-99.0004,-99.5717,-100.14,-101.033,-110.999,-114.366,-115.811,5.95972,5.71175,9.8747,10.1657,5.24521,4.84533,4.61395,4.68674,9.24692,5.28103,6.76561,5.91092,5.64438,5.53944,5.32576,5.20223,5.18538,5.06086,5.41102,6.03897,6.85311,6.55033,6.36617,9.10004,4.65803,4.59395,4.63587,4.378,10.4282,9.37784,7.94049,4.57349,FM
408149,-115.742,-114.385,-108.202,-98.5003,-97.6809,-95.9232,-94.3908,-94.3601,-95.4521,-100.512,-95.8903,-91.945,-89.1742,-85.6343,-81.7917,-80.7533,-81.7231,-83.9765,-85.264,-87.7483,-92.6186,-97.9835,-99.9154,-93.0914,-93.9842,-95.1048,-95.1805,-95.0934,-95.618,-107.262,-114.026,-114.719,5.59653,4.85474,9.99215,11.0964,5.39896,5.0208,4.45695,4.79517,10.311,5.87775,7.25498,6.38611,5.99348,5.86629,5.66234,4.76561,5.35359,4.95622,5.33898,6.17777,7.26872,6.78091,5.87163,9.87306,4.4869,4.43845,4.28508,4.29846,11.7064,10.6571,4.70515,5.00663,FM
408149,-123.124,-121.771,-115.083,-101.301,-101.524,-101.178,-100.568,-100.135,-100.909,-109.076,-101.057,-95.4444,-91.1619,-87.1859,-84.5009,-82.3519,-81.4688,-83.6212,-85.4138,-89.615,-94.7937,-101.402,-106.465,-96.5429,-96.3286,-97.6789,-96.4613,-95.8556,-95.6993,-113.109,-119.343,-120.254,4.84223,5.04879,10.659,13.8273,3.49679,4.44799,3.84529,4.77,9.42662,5.48042,9.67336,7.34927,4.96862,5.42713,3.83542,4.7537,3.97572,3.87514,6.6489,5.23312,8.73189,9.51425,4.81414,11.2868,3.99723,3.6071,5.09938,4.59565,14.207,10.333,4.55106,4.95961,FM
408149,-123.033,-121.923,-115.325,-101.188,-101.239,-100.73,-99.5634,-98.9539,-100.65,-109.513,-103.987,-98.4899,-93.2681,-88.1174,-83.2439,-82.0305,-81.8108,-83.8134,-85.8946,-90.2027,-96.6133,-102.367,-105.166,-95.551,-95.6266,-96.374,-95.927,-95.239,-95.9395,-112.562,-118.247,-119.818,3.73707,4.61427,10.5873,12.7895,4.48927,5.03577,4.23011,5.17098,12.2499,4.95614,8.04184,7.06434,4.88972,5.897,5.34908,3.82166,4.56789,4.61474,5.91738,6.56771,5.57361,8.00004,5.8372,12.1089,3.67153,4.36532,4.22923,4.18532,14.1583,11.2736,4.97544,4.78083,FM
165966,-118.33,-113.587,-108.962,-101.667,-102.233,-104.051,-104.492,-102.345,-101.876,-98.0595,-93.5787,-90.5688,-88.9654,-87.6596,-85.581,-84.5192,-86.2572,-87.8661,-88.9366,-89.3667,-89.0674,-89.8248,-89.2933,-92.1044,-96.0189,-97.626,-100.631,-105.226,-106.586,-109.797,-112.98,-116.625,3.44884,5.84365,6.91991,6.31589,4.95203,4.2553,4.32436,5.85087,4.48303,5.12715,5.63817,4.75634,3.2625,4.03326,4.10046,5.37664,3.06698,3.50039,4.4808,4.00013,5.20457,4.7653,5.19159,4.83797,3.77801,6.78399,5.07957,4.67554,6.72365,4.54877,5.60717,3.4369,FM
152434,-120.743,-119.194,-117.237,-114.447,-109.217,-106.911,-110.836,-110.781,-110.797,-110.458,-109.728,-107.205,-106.094,-101.083,-96.3794,-83.7384,-79.4275,-93.376,-98.6121,-105.167,-107.237,-109.724,-110.527,-111.572,-111.15,-111.231,-107.462,-108.619,-114.951,-116.743,-119.013,-120.381,4.84215,5.30608,5.63622,6.85039,9.08824,9.2043,5.34642,5.88894,6.23996,5.12868,6.12257,4.51112,5.70834,6.49292,7.14339,13.5944,16.4372,6.43088,9.66175,5.53945,6.11111,6.03682,5.25795,5.28873,5.40171,5.42048,9.30116,9.16759,5.06246,5.82849,5.55268,5.3345,FM
306659,-111.447,-113.928,-111.942,-103.513,-101.383,-99.2784,-97.1568,-95.9748,-94.3398,-96.819,-93.0685,-89.9499,-87.7358,-85.7822,-85.5215,-84.6134,-86.6663,-88.8736,-93.4006,-97.5323,-102.934,-105.706,-105.501,-103.462,-103.474,-104.118,-104.991,-104.06,-104.51,-110.293,-111.238,-117.181,6.72447,4.88734,5.95462,8.81407,5.97538,4.6878,5.05052,4.42005,7.46155,4.45926,6.82747,5.36386,5.7236,5.94358,5.33013,5.1846,5.12094,5.5482,6.73178,6.97733,5.01549,5.93159,6.93711,6.5994,5.08081,4.23781,4.79304,4.98776,8.55437,4.84634,8.51573,5.17611,FM
203179,-117.411,-116.724,-114.338,-106.864,-104.833,-103.293,-102.378,-101.757,-100.985,-102.673,-99.5064,-94.9026,-91.9792,-88.9913,-86.103,-83.2732,-83.2846,-86.0761,-89.3924,-92.777,-96.112,-100.589,-103.157,-102.531,-103.603,-104.783,-105.563,-106.545,-108.191,-114.763,-116.383,-117.489,4.71975,4.93389,6.167,8.77935,5.44927,5.24486,4.88499,4.77767,7.52051,5.11665,6.07114,6.32239,5.5432,5.63895,5.50122,5.8813,5.95506,5.65062,5.71721,5.5016,6.3839,5.95092,5.40053,7.12878,4.89449,5.01342,5.30497,5.29649,8.45455,5.52327,5.19057,4.70979,FM
306659,-117.551,-116.913,-114.487,-106.422,-104.533,-103.042,-102.101,-101.514,-100.755,-102.427,-99.0621,-94.0987,-91.4302,-88.6689,-85.9919,-83.2949,-83.417,-86.2666,-89.3847,-92.5122,-95.856,-100.513,-103.533,-102.81,-103.959,-105.108,-105.784,-106.678,-108.273,-115.358,-116.921,-117.756,4.59412,4.87114,6.30815,9.22962,5.38368,5.29232,4.86824,4.70794,7.54183,5.1978,5.98587,6.59345,5.411,5.64222,5.37657,5.80957,6.07927,5.57636,5.56077,5.38037,6.52571,6.17376,5.49313,7.34713,4.87335,5.04255,5.27084,5.34419,8.84384,5.63431,5.11544,4.68445,FM
197209,-112.72,-111.699,-109.407,-103.008,-101.472,-99.9108,-98.174,-96.9759,-95.4507,-96.7551,-93.9187,-90.3982,-87.9043,-86.0327,-84.5093,-83.5954,-83.8913,-84.8102,-86.9208,-89.1765,-91.9632,-95.4055,-97.7441,-97.5626,-99.2593,-100.86,-102.317,-103.535,-104.398,-110.208,-111.598,-112.273,4.89494,4.93226,5.84025,7.82612,4.75174,4.69529,4.82306,4.63267,7.12825,4.87104,5.52491,5.85829,5.34414,5.17361,5.02161,4.64564,4.69319,5.25437,5.07601,5.3377,5.93337,5.62056,5.2555,6.69556,4.8781,4.81503,4.80171,4.69917,7.98604,5.34525,5.01283,5.27173,FM
191438,-104.499,-101.416,-100.281,-96.969,-94.0989,-92.6102,-89.9193,-89.8793,-88.1328,-86.3561,-85.9025,-86.0869,-83.3529,-83.953,-83.4429,-86.2781,-86.128,-85.434,-86.7124,-88.2296,-90.9485,-91.6048,-91.9765,-94.1195,-96.2064,-98.1156,-100.357,-104.088,-105.147,-106.686,-106.719,-107.783,3.3509,7.05573,3.51039,4.53558,4.86172,4.17812,5.06902,4.01388,5.05209,3.09635,5.25036,4.43016,5.34194,5.56264,5.82843,5.14343,3.15751,5.04074,5.95985,4.03904,3.58329,3.65855,5.94759,3.80994,5.03854,4.57604,6.1369,3.86435,3.77444,4.69576,5.94497,7.34578,FM
197209,-110.735,-109.333,-107.15,-102.422,-100.511,-98.723,-96.8242,-95.3339,-93.6279,-93.7584,-91.4625,-88.9493,-87.1215,-85.8168,-84.8697,-84.4029,-84.7755,-85.4877,-86.9406,-88.6363,-90.9119,-93.3951,-95.2914,-96.023,-97.8325,-99.7082,-101.502,-103.13,-104.324,-108.462,-109.73,-110.334,4.98401,4.92484,5.41862,6.58905,4.8045,4.75105,4.86062,4.70896,6.16686,4.81684,5.14973,5.36226,5.04238,4.92888,4.82174,4.54083,4.63983,5.00337,4.85698,5.09035,5.30824,5.24856,5.0923,5.84836,4.95263,4.8208,4.85166,4.70837,6.6701,5.08276,4.99024,5.58605,FM
216711,-108.087,-106.138,-103.957,-101.223,-98.8771,-96.7316,-94.612,-92.8057,-90.9018,-89.7644,-88.2337,-86.9255,-85.8975,-85.2585,-85.0278,-85.0058,-85.3158,-85.762,-86.3886,-87.2691,-88.7176,-90.0598,-91.5726,-93.113,-94.9774,-97.0985,-99.3798,-101.601,-103.32,-105.75,-107.161,-107.851,4.95146,4.85799,5.01906,5.15257,4.85647,4.85808,4.9453,4.75608,5.0075,4.67729,4.70936,4.78549,4.71078,4.66822,4.56892,4.53655,4.58719,4.65069,4.62,4.73096,4.685,4.82317,4.7679,4.88849,4.93425,4.87637,4.9551,4.85017,5.26065,4.83131,4.83152,5.72823,FM
201189,-109.995,-107.891,-106.493,-104.501,-104.088,-101.422,-97.2914,-96.515,-95.6849,-93.612,-91.4025,-91.2896,-90.8876,-89.2024,-88.5421,-88.5672,-87.2284,-88.3485,-88.2601,-89.3478,-90.3341,-91.4577,-92.7276,-93.7283,-95.5369,-97.1157,-99.6934,-102.089,-104.015,-105.031,-107.946,-108.319,4.25419,4.59403,6.01928,5.43225,3.56266,5.20145,5.91358,4.88043,4.1965,3.35721,4.58455,4.86351,4.1781,4.4116,6.21192,4.56938,5.29809,4.62878,4.87178,4.48963,4.74734,4.08591,4.46651,6.12132,4.23216,3.65705,5.74967,2.90491,4.26409,5.56454,4.57255,5.51023,FM
193428,-108.462,-109.241,-106.887,-104.573,-102.409,-99.9379,-97.5123,-94.397,-92.0191,-89.9759,-88.3505,-87.1486,-86.3084,-85.7781,-85.1679,-85.1543,-84.7092,-85.0621,-85.4227,-85.9114,-86.7288,-87.8108,-89.4413,-90.926,-92.7752,-95.6599,-98.6718,-101.444,-104.126,-106.505,-108.855,-111.008,6.84182,5.35034,5.12823,5.02639,4.76473,5.04239,4.90764,5.7441,4.67732,4.72364,4.78795,4.22877,4.55962,4.303,4.55907,4.61267,4.67664,4.52976,4.57513,4.4136,4.67675,5.05274,4.87437,4.32856,4.86307,5.17713,5.31628,5.37726,4.89094,5.18975,4.91379,4.97926,FM
193428,-121.83,-119.084,-117.626,-114.614,-112.262,-108.408,-104.561,-101.805,-100.461,-97.2626,-94.8354,-92.8323,-89.161,-86.9175,-84.7387,-82.389,-82.3986,-82.6155,-84.0681,-86.8364,-89.7827,-94.0944,-98.8819,-102.425,-104.455,-107.153,-108.715,-109.996,-112.871,-114.298,-118.124,-120.533,4.61244,5.37044,4.50726,4.7357,5.48538,5.48247,5.3252,5.23831,4.82264,5.47528,5.09478,4.93661,5.59102,5.21942,5.64673,4.56085,4.87098,5.13839,5.81726,4.20867,5.3978,5.33105,4.72623,3.8175,4.66512,4.35709,4.50471,4.64122,3.8437,5.30819,4.05909,4.8389,FM
210940,-124.772,-124.454,-122.371,-123.114,-120.452,-118.79,-114.116,-109.449,-104.562,-100.672,-100.798,-99.573,-98.1513,-94.6492,-89.1956,-84.908,-83.1309,-82.9426,-84.3391,-93.4551,-98.2432,-102.414,-103.915,-107.464,-109.693,-113.129,-115.769,-118.84,-121.634,-123.274,-126.901,-125.971,3.29895,4.28923,5.00595,3.55645,3.83219,4.14423,5.38353,4.72048,6.22836,6.0815,5.67249,4.88476,4.66145,3.91344,5.05866,5.1821,5.42377,5.9287,7.79173,8.46507,7.41145,4.52173,5.21604,5.42148,3.76178,4.38673,6.41765,5.5811,3.11027,4.08299,3.45395,4.35332,FM
197209,-116.853,-117.851,-118.334,-113.195,-109.923,-104.938,-103.698,-101.053,-97.9501,-97.4577,-96.8391,-97.5925,-98.8396,-98.6558,-96.8328,-97.0283,-94.8017,-92.5843,-89.6461,-90.0401,-93.1152,-95.0792,-98.297,-102.567,-104.832,-111.192,-113.354,-113.839,-114.892,-115.898,-118.353,-120.157,4.33066,4.28046,5.20908,4.21387,4.83819,5.56811,3.16515,4.1753,3.03233,3.96609,2.9048,3.6342,2.24704,3.43124,3.12363,3.56905,3.96249,5.87392,3.23268,3.84944,2.87168,3.91699,5.51116,4.44764,8.57562,5.3217,2.81638,5.76955,3.25626,4.54754,4.2413,2.15569,FM
185468,-116.916,-114.504,-109.431,-106.492,-105.872,-98.9068,-94.9879,-92.3111,-92.0316,-91.2319,-89.4205,-87.2254,-86.5766,-86.6836,-85.3888,-86.2206,-85.9989,-85.4914,-86.1191,-86.2708,-86.6398,-87.4967,-89.9437,-92.5392,-93.9433,-94.5044,-99.001,-104.49,-106.053,-107.94,-113.229,-114.022,3.58816,4.84713,3.6801,5.66944,2.78336,4.75174,4.2467,3.76625,3.84739,4.48858,3.49308,4.11306,2.50937,3.83382,3.19502,6.67904,4.81802,5.1684,2.64255,2.43449,9.48514,5.12986,3.45802,4.1383,3.50323,5.43128,5.16628,5.19187,5.20757,5.20267,3.89354,5.21574,FM
185468,-124.365,-123.515,-118.261,-116.521,-113.279,-106.443,-105.838,-103.471,-103.626,-103.458,-101.372,-96.0173,-93.6218,-88.8979,-83.4963,-79.3949,-78.2432,-81.3204,-86.7041,-92.9307,-96.7812,-101.114,-104.018,-104.563,-104.053,-104.663,-108.205,-114.668,-118.173,-120.911,-123.13,-124.441,4.11417,6.02877,5.30719,3.61523,6.76961,6.42981,6.89262,7.40763,3.83513,7.53797,3.49368,3.58191,5.52828,3.79407,3.10142,2.68368,4.60022,5.34007,3.60587,5.9463,4.63654,5.60426,3.95026,3.71008,3.62533,8.49604,6.1922,5.51823,3.39896,7.11589,4.87213,4.01043,FM
398398,-108.406,-105.894,-105.711,-105.147,-104.201,-105.479,-105.804,-105.531,-107.945,-104.833,-100.557,-94.4652,-92.5682,-88.146,-85.7011,-85.7439,-84.119,-84.2738,-82.8372,-82.7347,-84.4926,-82.9803,-83.8102,-84.7543,-85.4846,-87.222,-89.1211,-95.6904,-99.5991,-105.33,-107.557,-112.215,15.7462,3.59408,4.17775,3.54137,5.75444,2.94033,2.9121,8.63776,4.86388,2.97721,6.04848,5.57825,6.03129,5.45961,5.78006,3.384,3.368,6.31915,2.75138,4.09499,3.16939,7.30557,4.4384,5.80983,4.20132,3.67866,7.64224,6.54388,6.08189,4.22105,7.17809,4.81393,FM
324171,-112.491,-112.088,-111.66,-104.468,-104.574,-104.591,-104.743,-105.375,-108.664,-104.741,-99.1391,-93.6735,-90.807,-87.75,-86.0025,-84.5554,-83.5911,-83.0265,-83.0254,-83.811,-85.2843,-88.5278,-92.0852,-95.8804,-96.6027,-98.0679,-100.053,-102.01,-104.138,-111.19,-113.299,-115.141,11.915,4.80855,4.34509,10.6585,4.7254,4.00106,4.19083,9.66999,5.73517,6.18112,6.34839,6.52121,4.67528,5.22451,4.559,5.17098,4.3422,4.26998,4.79443,4.69701,6.17354,6.01757,6.08962,5.82015,6.49038,4.80294,5.26516,4.77581,9.07594,5.41589,5.51877,5.45095,FM
398398,-112.819,-112.36,-111.808,-104.599,-104.432,-104.371,-104.255,-105.352,-108.054,-104.2,-98.9354,-93.8285,-90.2618,-87.317,-86.0107,-84.3574,-83.2821,-83.4307,-83.7743,-84.9761,-87.2534,-90.405,-93.366,-96.559,-96.851,-97.755,-99.3551,-101.3,-103.015,-110.365,-112.761,-114.433,11.1137,4.41676,4.69271,11.1024,4.41367,4.29009,4.5219,8.59254,5.14427,5.78362,6.84596,6.49493,5.79817,5.23333,4.39597,4.58407,5.13155,4.62812,5.03797,5.15007,5.92658,5.51599,5.493,5.54787,6.26287,4.73654,5.28343,4.87648,9.63105,5.29164,4.83696,5.16369,FM
398398,-118.884,-117.324,-118.22,-104.407,-104.203,-104.163,-103.73,-104.202,-109.332,-102.286,-96.3932,-89.971,-87.0823,-83.0317,-80.9815,-80.4004,-80.3127,-83.3816,-84.4129,-87.5712,-91.8154,-98.2946,-102.973,-107.958,-106.833,-107.416,-106.574,-106.788,-107.038,-118.047,-117.792,-119.646,2.8058,5.45662,4.07619,18.1874,2.79169,3.73131,4.0472,12.0225,5.66573,6.48206,6.13448,6.79539,3.35342,6.69373,4.95535,4.09419,3.97404,3.16178,7.02308,4.82977,7.85519,5.76138,7.51383,8.76064,8.36697,4.3777,4.04298,3.10221,13.2391,4.31409,4.22852,2.78093,FM
158205,-111.978,-110.968,-110.221,-103.723,-103.032,-102.656,-102.34,-102.657,-104.868,-101.529,-97.2012,-93.0285,-90.1845,-87.9286,-86.4098,-85.4429,-84.7988,-84.6632,-84.8224,-85.6569,-87.314,-90.1942,-93.0524,-96.0292,-97.0472,-98.4013,-99.9849,-101.655,-103.647,-110.325,-112.163,-113.947,9.75266,4.59003,4.61188,9.85826,4.46385,4.39924,4.48392,8.10515,5.39766,5.68805,6.32219,6.08369,5.30843,5.07447,4.79955,4.74426,4.71792,4.59987,4.61806,4.8301,5.61935,5.51792,5.55611,5.51979,5.8095,4.69876,5.04382,5.0244,8.70708,5.06874,5.10732,4.99942,FM
158205,-109.265,-108.216,-106.139,-102.517,-99.267,-99.0604,-95.4629,-95.2231,-94.9437,-93.2917,-89.7168,-89.1142,-88.3001,-84.8771,-85.9907,-85.0955,-85.8474,-85.1148,-83.6572,-84.0259,-83.8247,-86.5623,-89.4202,-89.9773,-91.4667,-92.8382,-96.1208,-97.8914,-100.251,-101.575,-104.091,-107.764,18.375,3.26067,6.31571,3.86546,3.57603,2.02721,3.92636,9.02643,5.34904,7.09866,8.20662,7.215,6.25431,5.41751,4.50056,5.42974,4.20783,3.5336,4.09689,4.85553,4.95715,6.20082,5.85977,4.85736,4.00316,5.94776,5.29084,6.45199,6.8806,4.93634,5.49562,4.45583,FM
